,label,max,min,red_mean,green_mean,blue_mean,red_std,green_std,blue_std,red_q01,green_q01,blue_q01,red_q09,green_q09,blue_q09
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\10467_CRC-Prim-HE-03_007.tif_Row_301_Col_2101.tif,MUCOSA,255,5,138.94857777777779,100.48582222222223,152.29297777777776,49.74042643988629,57.12925480475069,52.7521334757556,71.0,30.0,72.0,208.0,185.0,219.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\104D0_CRC-Prim-HE-07_001_copy.tif_Row_1501_Col_451.tif,MUCOSA,255,6,129.01186666666666,93.29186666666666,149.22795555555555,54.16372210728861,60.40267408046667,56.27722168612529,60.0,24.0,69.0,202.0,181.0,219.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\10543_CRC-Prim-HE-08_008.tif_Row_601_Col_301.tif,MUCOSA,255,2,145.94257777777779,107.89777777777778,157.42866666666666,49.39501990663934,58.46378209869756,49.76566889377131,74.0,28.0,79.0,207.0,186.0,215.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\1058E_CRC-Prim-HE-08_022.tif_Row_1_Col_1351.tif,MUCOSA,255,4,115.12337777777778,74.02257777777778,130.33675555555556,48.773924501287475,50.03513011674403,57.90583751158472,49.0,16.0,48.0,177.0,141.0,203.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\105F2_CRC-Prim-HE-06_032.tif_Row_751_Col_751.tif,MUCOSA,255,7,121.05644444444444,80.13213333333333,132.0011111111111,45.46403526869968,47.481935824807444,48.12534142896342,60.0,22.0,62.0,182.0,149.0,192.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\1061_CRC-Prim-HE-03_006.tif_Row_601_Col_1.tif,MUCOSA,255,12,172.0251111111111,140.88217777777777,179.7972888888889,47.64697626512989,59.44667924686395,46.59788380250858,101.0,54.0,109.0,228.0,215.0,232.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\1061_CRC-Prim-HE-09_001.tif_Row_1651_Col_1051.tif,MUCOSA,255,5,127.58484444444444,84.91533333333334,126.89888888888889,51.439341205370326,57.94120226958019,53.73787944880505,63.90000000000009,22.0,53.0,203.0,176.0,199.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\10629_CRC-Prim-HE-09_001.tif_Row_1951_Col_451.tif,MUCOSA,255,4,134.56342222222221,92.34897777777778,127.67537777777778,53.41225431448245,61.91124680683851,58.548699941654476,68.0,23.0,49.0,210.0,186.0,207.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\106A0_CRC-Prim-HE-06_001.tif_Row_151_Col_751.tif,MUCOSA,255,7,129.63293333333334,89.80386666666666,138.37204444444444,48.28819749812331,54.28722356896387,52.31588355194117,67.0,25.0,65.0,196.0,168.0,205.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\106A2_CRC-Prim-HE-05.tif_Row_1201_Col_1.tif,MUCOSA,255,7,143.28244444444445,100.66337777777778,139.24244444444443,46.33681237085024,54.774645563349786,47.84631250881595,79.0,31.0,71.0,207.0,183.0,202.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\106BA_CRC-Prim-HE-07_001_copy.tif_Row_901_Col_151.tif,MUCOSA,255,3,102.40208888888888,64.85355555555556,134.88235555555556,44.704965322941604,50.48900186753787,52.66694328836855,58.0,20.0,68.0,164.0,129.0,206.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\106CD_CRC-Prim-HE-07_001_copy.tif_Row_1051_Col_751.tif,MUCOSA,255,3,100.44622222222222,61.03737777777778,126.35155555555555,44.982894491567805,47.035740342513854,51.32772488650458,53.0,17.0,61.0,168.0,133.0,197.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\1072_CRC-Prim-HE-09_001.tif_Row_151_Col_1501.tif,MUCOSA,255,4,121.8655111111111,75.64577777777778,121.7192,43.31344006791129,50.02313546922894,50.9365312720316,72.0,25.0,56.0,188.0,152.0,194.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\1075D_CRC-Prim-HE-05.tif_Row_601_Col_601.tif,MUCOSA,255,4,140.5470222222222,97.97853333333333,136.6811111111111,45.43970620527555,51.00749863461231,46.63928862246797,73.0,28.0,64.0,198.0,168.0,193.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\10764_CRC-Prim-HE-06_032.tif_Row_1_Col_901.tif,MUCOSA,255,5,106.79573333333333,63.64342222222222,117.23146666666666,39.833179464361486,43.36621325742459,48.604362182649965,62.0,22.0,58.0,165.0,126.0,186.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\1085F_CRC-Prim-HE-05.tif_Row_1801_Col_301.tif,MUCOSA,255,4,143.63302222222222,101.82991111111112,138.6372888888889,46.98585832850291,55.38881077129879,48.45898284557446,78.0,30.0,66.0,208.0,184.0,201.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\1087F_CRC-Prim-HE-09_001.tif_Row_1201_Col_1201.tif,MUCOSA,255,2,129.4134222222222,84.99457777777778,127.0408,47.38913065554564,56.095313861909474,54.3140917035553,73.0,26.0,56.0,204.0,182.0,205.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\108EE_CRC-Prim-HE-06_035.tif_Row_1_Col_301.tif,MUCOSA,255,0,110.59542222222223,68.64595555555556,126.77702222222223,40.42093853904541,43.299361905462185,53.15683391645665,58.0,20.0,54.0,164.0,125.0,194.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\108_CRC-Prim-HE-05.tif_Row_1501_Col_451.tif,MUCOSA,255,5,139.3488888888889,98.94848888888889,134.94271111111112,54.05959066816821,65.14515665415334,57.667065568801945,71.0,26.0,57.0,219.0,200.0,217.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\10903_CRC-Prim-HE-09_001.tif_Row_1801_Col_1651.tif,MUCOSA,255,2,114.9956,68.36262222222223,114.90511111111111,42.692166632191366,48.46604968212918,50.437194570066715,69.0,23.0,54.0,183.0,148.0,191.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\10924_CRC-Prim-HE-06_001.tif_Row_901_Col_151.tif,MUCOSA,255,4,122.19235555555555,81.85102222222223,126.16337777777778,51.855325017529026,58.382568413102454,55.76061589939174,60.0,20.0,53.0,197.0,170.0,203.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\1092E_CRC-Prim-HE-09_001.tif_Row_301_Col_1351.tif,MUCOSA,255,8,138.9968,94.99284444444444,141.0952,41.70561260901608,50.779476977724926,47.31154619780086,87.0,35.0,73.0,199.0,172.0,202.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\10972_CRC-Prim-HE-08_022.tif_Row_151_Col_601.tif,MUCOSA,255,0,110.33631111111112,70.97666666666667,124.33582222222222,54.13675610436213,59.09753924187172,63.332063330174655,49.0,14.0,46.0,193.0,166.10000000000218,219.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\10978_CRC-Prim-HE-05_001.tif_Row_1_Col_151.tif,MUCOSA,255,2,114.90431111111111,69.71786666666667,114.73724444444444,44.58983689976528,46.72795452526944,52.333793029469234,54.0,16.0,42.0,173.0,132.0,185.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\10B5E_CRC-Prim-HE-08_022.tif_Row_601_Col_601.tif,MUCOSA,255,4,115.67395555555555,75.83346666666667,131.4742222222222,49.86255069375108,55.01298553759782,59.569674629849644,58.0,19.0,55.0,190.0,162.0,214.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\10B90_CRC-Prim-HE-06_001.tif_Row_1_Col_901.tif,MUCOSA,255,6,111.50293333333333,77.55155555555555,122.54097777777778,57.53434406466395,59.242969088906484,61.72931924260179,41.0,17.0,42.0,196.0,170.0,206.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\10B92_CRC-Prim-HE-05_011.tif_Row_151_Col_901.tif,MUCOSA,255,7,168.57604444444445,130.76951111111111,166.75671111111112,39.29343450272884,49.52905530410086,41.01708058120941,115.0,62.0,111.0,218.0,197.0,215.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\10C10_CRC-Prim-HE-06_001.tif_Row_1801_Col_301.tif,MUCOSA,255,4,116.65373333333334,73.85168888888889,125.1456,42.840391758972316,46.66439903339218,48.03128934554591,64.0,23.0,57.0,180.0,147.0,189.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\10C7F_CRC-Prim-HE-08_022.tif_Row_301_Col_1951.tif,MUCOSA,255,4,116.92657777777778,75.6091111111111,138.42822222222222,46.915801984448166,49.54970977926998,57.220716947191555,57.0,19.0,57.0,182.0,147.0,211.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\10CDE_CRC-Prim-HE-05.tif_Row_1651_Col_751.tif,MUCOSA,255,4,144.77982222222224,102.10288888888888,141.76844444444444,44.49854491468144,53.73618801855435,47.62117623987409,86.0,36.0,73.0,207.0,183.0,203.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\10D10_CRC-Prim-HE-05_030.tif_Row_301_Col_1.tif,MUCOSA,255,9,151.9512,113.07057777777777,148.7944,52.27234170619157,63.258396341246446,53.599987103812715,82.0,35.0,73.0,222.0,204.0,218.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\10D3_CRC-Prim-HE-08_025.tif_Row_301_Col_1.tif,MUCOSA,255,5,126.33768888888889,91.92337777777777,134.72595555555554,63.089679465848874,72.38616807812853,68.58329509661343,49.0,17.0,46.0,225.0,217.0,236.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\10D41_CRC-Prim-HE-09_001.tif_Row_2401_Col_1651.tif,MUCOSA,255,4,156.5392,119.06373333333333,156.35351111111112,51.79766207748756,64.10415850833817,51.735834206142115,84.0,33.0,78.0,218.0,200.0,215.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\10D83_CRC-Prim-HE-06_001.tif_Row_451_Col_151.tif,MUCOSA,255,9,130.7579111111111,88.65048888888889,135.0484,46.40335923751005,54.3392845185067,49.80181000387671,71.0,26.0,67.0,193.0,164.0,200.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\10DB6_CRC-Prim-HE-05.tif_Row_1351_Col_1051.tif,MUCOSA,255,8,173.76515555555557,141.50635555555556,169.66106666666667,46.92334414622087,62.791693042650735,49.199594078903026,109.0,57.0,103.0,234.0,230.0,233.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\10E6D_CRC-Prim-HE-07_001.tif_Row_151_Col_601.tif,MUCOSA,255,3,122.52871111111111,83.12355555555555,140.8667111111111,50.523862108302765,55.872529730352795,54.53466472157268,56.0,20.0,62.0,192.0,164.0,213.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\10E8E_CRC-Prim-HE-09_001.tif_Row_1351_Col_1051.tif,MUCOSA,255,4,131.47124444444444,86.81995555555555,129.12928888888888,46.60232726432675,55.30843843190532,51.46545201443273,76.0,27.0,61.0,203.0,177.0,200.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\10E93_CRC-Prim-HE-08_025.tif_Row_151_Col_1.tif,MUCOSA,255,7,136.68324444444445,95.74404444444444,147.648,46.12614659010139,49.04660230703756,48.065501677976236,66.0,24.0,66.0,195.0,166.0,202.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\10F22_CRC-Prim-HE-05_001.tif_Row_301_Col_751.tif,MUCOSA,250,0,127.05986666666666,79.38653333333333,121.09315555555555,40.90294113826037,46.30539748697424,42.10653512010048,73.0,26.0,64.0,184.0,149.0,178.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\10F53_CRC-Prim-HE-07_001.tif_Row_451_Col_2551.tif,MUCOSA,255,4,92.632,54.63826666666667,117.03577777777778,45.702841613575615,45.5107385874291,54.435826519301656,45.0,14.0,50.0,164.0,126.0,194.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\1101F_CRC-Prim-HE-05.tif_Row_151_Col_1501.tif,MUCOSA,255,6,155.4688888888889,120.624,151.75635555555556,55.19133636610501,62.68314217466224,56.3411490992964,66.0,25.0,58.0,216.0,197.0,213.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\11051_CRC-Prim-HE-05.tif_Row_2551_Col_1501.tif,MUCOSA,255,6,135.97057777777778,93.03182222222222,133.50893333333335,48.24863867854545,55.44767592175471,51.095284933326184,72.0,27.0,60.0,205.0,179.0,201.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\1108_CRC-Prim-HE-03_006.tif_Row_1351_Col_1351.tif,MUCOSA,255,8,139.37715555555556,98.84688888888888,153.14435555555556,45.41813903812972,53.83715096152772,48.85762860173124,80.0,35.0,82.0,200.0,170.10000000000218,215.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\1109C_CRC-Prim-HE-02_010.tif_Row_1_Col_151.tif,MUCOSA,255,9,139.0228,99.00475555555556,129.57195555555555,54.015790820257365,64.61279972649238,64.5934921056139,71.0,26.0,47.0,216.0,197.0,221.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\110EB_CRC-Prim-HE-07_001.tif_Row_751_Col_1951.tif,MUCOSA,255,3,107.59173333333334,68.58342222222223,136.9604,47.48852664353127,49.943702713484164,51.144612279039926,54.0,18.0,66.0,179.0,147.0,204.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\11118_CRC-Prim-HE-05_030.tif_Row_901_Col_601.tif,MUCOSA,255,7,147.84462222222223,105.9192,146.38368888888888,43.73299837233958,52.5284545558562,45.4523245286615,89.0,39.0,81.0,207.0,182.0,205.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\1112E_CRC-Prim-HE-05.tif_Row_1501_Col_1201.tif,MUCOSA,255,7,153.56377777777777,114.14453333333333,148.35684444444445,48.57948331406694,57.74855764532633,49.24464546005907,81.0,33.0,72.0,213.0,190.0,207.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\1118A_CRC-Prim-HE-03_007.tif_Row_751_Col_1651.tif,MUCOSA,255,4,145.42404444444443,109.78546666666666,158.8111111111111,51.9623227570628,59.813071573063866,53.52267192392921,70.0,29.0,73.0,214.0,197.0,222.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\11191_CRC-Prim-HE-03_007.tif_Row_601_Col_451.tif,MUCOSA,255,9,138.7157777777778,99.51355555555556,152.9788,45.39966686069125,53.27332243171594,49.80141224574866,80.0,35.0,80.0,201.0,178.0,215.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\111AA_CRC-Prim-HE-06_001.tif_Row_1801_Col_151.tif,MUCOSA,255,5,123.5076,80.6228888888889,133.1064888888889,42.25858476906716,46.25580238063697,45.35008653801482,69.0,26.0,67.0,181.0,146.0,188.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\111C5_CRC-Prim-HE-06_033.tif_Row_301_Col_601.tif,MUCOSA,255,10,161.35951111111112,127.73084444444444,168.21093333333334,45.794233947868435,56.47887785868092,45.710970679501436,91.0,44.0,101.0,214.0,197.0,221.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\111CD_CRC-Prim-HE-05_030.tif_Row_1351_Col_301.tif,MUCOSA,254,8,166.48968888888888,129.16977777777777,159.8308888888889,40.95499676898627,49.90357700334163,41.24043513738656,107.0,56.0,102.0,213.0,190.0,207.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\111E7_CRC-Prim-HE-07_001.tif_Row_601_Col_601.tif,MUCOSA,255,4,134.05764444444443,94.8167111111111,153.44817777777777,44.77860115683033,49.655168296125645,47.2457191830538,65.0,27.0,77.0,191.0,165.0,210.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\11208_CRC-Prim-HE-06_032.tif_Row_1201_Col_601.tif,MUCOSA,255,7,124.20497777777778,85.43613333333333,135.2116,52.825497480957615,59.23345572060128,58.626103997147986,61.0,22.0,57.0,200.0,175.0,215.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\11219_CRC-Prim-HE-07_001_copy.tif_Row_1_Col_451.tif,MUCOSA,255,5,93.22502222222222,56.44226666666667,113.79777777777778,45.81160537704061,49.845143307113815,55.71091251128002,49.0,16.0,51.0,161.0,126.0,195.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\1125F_CRC-Prim-HE-08_022.tif_Row_451_Col_301.tif,MUCOSA,255,3,98.21128888888889,56.8632,110.7684,45.847165201410775,47.434997361113716,55.90451467851248,47.0,14.0,44.0,166.0,129.0,194.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\11271_CRC-Prim-HE-06_001.tif_Row_1051_Col_601.tif,MUCOSA,255,5,122.36186666666667,80.98364444444445,128.5276888888889,48.904332769465846,54.21992253002869,54.47771481168431,62.0,21.0,55.0,193.0,165.0,201.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\112B3_CRC-Prim-HE-06_001.tif_Row_301_Col_1.tif,MUCOSA,255,3,128.22937777777778,89.13937777777778,132.17968888888888,54.733604214225586,63.503356660642666,59.25133754432979,59.0,19.0,51.0,209.0,187.10000000000218,215.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\112D8_CRC-Prim-HE-09_001.tif_Row_751_Col_1651.tif,MUCOSA,255,5,121.7064,75.39351111111111,121.51053333333333,42.438081681642856,48.43180307406936,52.6033064037277,71.0,24.0,53.0,180.0,141.0,192.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\112ED_CRC-Prim-HE-09_001.tif_Row_1_Col_1351.tif,MUCOSA,255,3,121.9931111111111,74.52173333333333,121.94106666666667,39.20119155344494,44.95234433258775,48.567413791736385,75.0,26.0,58.0,176.0,136.0,187.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\1134B_CRC-Prim-HE-03_007.tif_Row_451_Col_1201.tif,MUCOSA,255,6,139.10386666666668,101.66751111111111,149.96453333333332,50.959465488039335,59.31947615361031,54.825555962160706,69.0,29.0,67.0,213.0,194.0,222.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\11350_CRC-Prim-HE-09_001.tif_Row_1651_Col_901.tif,MUCOSA,255,24,180.9224,147.84008888888889,177.22666666666666,32.929413066537805,43.19499180837321,32.913400175477236,133.0,85.0,131.0,218.0,199.0,216.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\113DF_CRC-Prim-HE-03_006.tif_Row_1351_Col_601.tif,MUCOSA,255,11,155.1843111111111,118.25177777777778,167.05515555555556,45.15997080100545,54.02251328181534,45.706210884520324,92.0,46.0,99.0,213.0,192.0,222.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\11432_CRC-Prim-HE-06_032.tif_Row_301_Col_151.tif,MUCOSA,255,6,128.0956888888889,86.7964,135.9058222222222,46.72609120386714,53.74727788803187,54.191683428072274,67.0,24.0,60.0,195.0,169.0,210.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\11439_CRC-Prim-HE-05.tif_Row_2401_Col_1501.tif,MUCOSA,255,6,134.372,90.63777777777777,132.5527111111111,46.06544347628353,52.57273729009017,50.95398380875813,72.0,27.0,59.0,199.0,170.0,198.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\1145_CRC-Prim-HE-09_001.tif_Row_301_Col_1201.tif,MUCOSA,255,3,123.83044444444444,77.17555555555556,123.03622222222222,42.88745900379829,50.104694193727134,49.08713046043207,75.0,27.0,59.0,194.0,163.0,194.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\06_MUCOSA\114A_CRC-Prim-HE-09_001.tif_Row_901_Col_1.tif,MUCOSA,255,5,143.15644444444445,99.52897777777778,140.08613333333332,43.71381033523258,51.44787571750494,47.738570975958744,84.0,34.0,70.0,203.0,176.0,200.0
