,label,max,min,red_mean,green_mean,blue_mean,red_std,green_std,blue_std,red_q01,green_q01,blue_q01,red_q09,green_q09,blue_q09
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\1058E_CRC-Prim-HE-06_006.tif_Row_1_Col_1351.tif,COMPLEX,255,4,115.92271111111111,73.53497777777778,140.3201777777778,37.02970735001345,41.05473715933071,47.083290472801046,73.0,29.0,74.0,166.0,128.0,200.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\105D0_CRC-Prim-HE-06_030.tif_Row_151_Col_601.tif,COMPLEX,255,4,118.48608888888889,78.38426666666666,147.64315555555555,37.71365956244628,44.58125347442711,46.81085054460287,78.0,33.0,81.0,170.0,137.0,209.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\1066D_CRC-Prim-HE-10_004.tif_Row_1_Col_1.tif,COMPLEX,255,5,111.85928888888888,74.10417777777778,158.77684444444444,35.15822679678698,39.79609797024424,41.22822255362649,74.0,35.0,104.0,157.0,121.0,212.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\1067F_CRC-Prim-HE-09_015.tif_Row_751_Col_301.tif,COMPLEX,255,5,111.4516888888889,65.08244444444445,128.9080888888889,34.4379161105395,39.2854703508989,43.914596878650045,75.0,28.0,72.0,157.0,113.0,185.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\10681_CRC-Prim-HE-03_026.tif_Row_451_Col_601.tif,COMPLEX,255,2,104.67004444444444,68.84257777777778,154.2707111111111,36.305616590246984,38.99472238392776,40.97023098062082,65.0,30.0,97.0,156.0,122.0,206.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\1068F_CRC-Prim-HE-07_004.tif_Row_1_Col_151.tif,COMPLEX,255,2,94.18564444444445,55.86911111111111,131.14084444444444,41.9746047896981,47.0643859372919,47.61181490342538,55.0,19.0,74.0,154.0,116.0,201.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\10770_CRC-Prim-HE-03_002.tif_Row_451_Col_1651.tif,COMPLEX,255,6,131.59386666666666,90.15893333333334,161.30373333333333,35.03552150070921,39.32310468945431,43.1349872358851,83.0,37.0,93.0,176.0,141.0,209.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\10794_CRC-Prim-HE-10_003.tif_Row_451_Col_301.tif,COMPLEX,255,0,96.0468,57.51204444444444,132.20173333333332,35.08013031750781,36.333104424939634,50.99463297790364,55.0,19.0,63.0,144.0,106.0,200.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\107BF_CRC-Prim-HE-06_030.tif_Row_151_Col_1.tif,COMPLEX,255,3,127.05422222222222,87.94111111111111,151.63706666666667,42.824580609680744,49.85052901634909,52.580458679542886,76.0,31.0,74.0,190.0,162.0,221.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\1081C_CRC-Prim-HE-10_003.tif_Row_1_Col_1.tif,COMPLEX,255,2,108.09431111111111,72.03653333333334,154.55164444444443,39.644662732732435,43.53152929880882,47.47667075717095,68.0,30.0,88.0,167.0,134.0,217.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\10824_CRC-Prim-HE-06_007.tif_Row_151_Col_151.tif,COMPLEX,255,0,108.46053333333333,64.87742222222222,126.84577777777778,36.228616039810504,38.962828970122956,48.7512146168411,65.0,23.0,61.0,155.0,114.0,190.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\10865_CRC-Prim-HE-02_032.tif_Row_151_Col_1.tif,COMPLEX,255,7,116.12466666666667,68.31555555555556,118.80897777777778,28.248625775818304,30.19810704557162,40.520918595756584,81.0,33.0,63.0,151.0,105.0,168.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\1089C_CRC-Prim-HE-09_016.tif_Row_1_Col_301.tif,COMPLEX,255,4,122.42982222222223,77.8596,143.44204444444443,35.5475257393617,40.9871716930501,41.91779755980388,84.0,37.0,91.0,172.0,133.0,198.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\108FE_CRC-Prim-HE-08_005.tif_Row_151_Col_1.tif,COMPLEX,255,1,87.64351111111111,49.660044444444445,138.91106666666667,27.656323851977017,26.47796960993587,40.74996007872607,58.0,22.0,82.0,124.0,83.0,190.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\1092D_CRC-Prim-HE-06_006.tif_Row_151_Col_451.tif,COMPLEX,255,6,128.74124444444445,86.72942222222223,156.07395555555556,33.02999009328457,37.463381067377235,41.86286762909755,87.0,41.0,93.0,170.0,133.0,203.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\10931_CRC-Prim-HE-05_012.tif_Row_1_Col_301.tif,COMPLEX,255,4,138.5732,96.86262222222223,146.44835555555557,39.832111244628216,46.35455742440915,50.00659378262176,81.0,32.0,65.0,188.0,156.0,201.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\1095A_CRC-Prim-HE-07_019.tif_Row_901_Col_151.tif,COMPLEX,255,0,81.77146666666667,44.43537777777778,122.32986666666666,29.07729842379898,28.739894872837148,40.93419202660658,50.0,17.0,67.0,116.0,75.0,175.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\1097C_CRC-Prim-HE-03_025.tif_Row_151_Col_601.tif,COMPLEX,255,3,112.0320888888889,68.85786666666667,142.68106666666668,31.85563883928185,33.62768929029227,40.30438704238305,73.0,30.0,86.0,153.0,112.0,190.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\109A2_CRC-Prim-HE-03_002.tif_Row_901_Col_151.tif,COMPLEX,254,5,120.70604444444444,77.91831111111111,157.50026666666668,27.33208271769482,29.077676703633028,34.328690299903094,87.0,43.0,111.0,156.0,117.0,198.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\10A65_CRC-Prim-HE-01_016.tif_Row_1_Col_1.tif,COMPLEX,255,0,74.89351111111111,40.33866666666667,123.84577777777778,26.96534306815322,26.64208647151243,40.07931295091357,48.0,17.0,75.0,108.0,70.0,179.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\10B83_CRC-Prim-HE-03_002.tif_Row_751_Col_1501.tif,COMPLEX,255,3,122.49408888888888,81.10502222222222,160.02831111111112,30.214149896160457,31.767748028106837,40.41607764014587,81.0,38.0,99.0,161.0,123.0,204.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\10B96_CRC-Prim-HE-07_015.tif_Row_1_Col_151.tif,COMPLEX,255,0,98.00582222222222,58.101822222222225,131.39426666666665,37.07351989240911,41.51033377380683,47.555281263154924,60.0,21.0,72.0,146.0,107.0,197.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\10BA2_CRC-Prim-HE-09_028.tif_Row_1_Col_151.tif,COMPLEX,255,0,106.1755111111111,58.400533333333335,115.5576,33.867182349500574,36.12488486323819,46.31355373989065,66.0,21.0,54.0,149.0,102.0,175.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\10BA4_CRC-Prim-HE-06_030.tif_Row_151_Col_301.tif,COMPLEX,255,4,128.4172888888889,87.0232,150.568,39.841326994088355,47.06864768711077,47.51627695853215,83.0,36.0,86.0,185.0,154.0,214.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\10C35_CRC-Prim-HE-02_032.tif_Row_151_Col_151.tif,COMPLEX,255,2,121.90986666666667,75.41582222222222,119.60204444444445,36.25000058826057,40.91825648902619,46.27812476079612,79.0,31.0,57.0,170.0,130.0,178.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\10D46_CRC-Prim-HE-03_026.tif_Row_751_Col_301.tif,COMPLEX,255,0,105.90573333333333,69.026,149.60942222222224,36.75992205311547,39.17736522818012,48.28859612440783,63.0,26.0,75.0,157.0,122.0,208.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\10D92_CRC-Prim-HE-06_006.tif_Row_301_Col_1.tif,COMPLEX,255,3,123.22208888888889,79.3591111111111,141.7106222222222,37.58102193739216,42.888513034622456,45.9214550975848,78.0,32.0,78.0,173.0,135.0,201.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\10DA6_CRC-Prim-HE-01_035.tif_Row_1_Col_301.tif,COMPLEX,255,0,94.10848888888889,60.818444444444445,141.80306666666667,44.21856130059293,46.942864252694974,57.65775129094862,47.0,17.0,62.0,156.0,123.0,221.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\10DB5_CRC-Prim-HE-05_009a.tif_Row_451_Col_1351.tif,COMPLEX,255,11,169.4,132.33084444444444,183.04084444444445,28.788111743875024,35.1108715002797,32.72982972692624,133.0,88.0,144.0,204.0,176.0,218.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\10DC2_CRC-Prim-HE-03_026.tif_Row_451_Col_451.tif,COMPLEX,255,3,100.44408888888888,65.37395555555555,153.39475555555555,36.014401232977235,39.33466299331954,41.42274832942025,65.0,30.0,97.0,148.0,114.0,204.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\10E15_CRC-Prim-HE-10_012.tif_Row_151_Col_151.tif,COMPLEX,255,2,87.27382222222222,52.943777777777775,132.79093333333333,34.08190525535596,34.077570256948825,49.91814924916045,51.0,20.0,63.0,130.0,91.0,197.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\10E4D_CRC-Prim-HE-03_002.tif_Row_151_Col_751.tif,COMPLEX,255,8,117.17426666666667,73.62182222222222,153.2972888888889,26.878485159365276,29.126991747090216,34.194177824511485,85.0,40.0,108.0,154.0,114.0,197.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\10E64_CRC-Prim-HE-03_002.tif_Row_901_Col_2401.tif,COMPLEX,255,6,134.9591111111111,94.52248888888889,164.88426666666666,37.823170078213195,42.87887520323146,46.28148496148338,86.0,40.0,94.0,186.0,154.0,216.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\10E81_CRC-Prim-HE-03_002.tif_Row_451_Col_1051.tif,COMPLEX,255,5,119.52817777777778,76.53635555555556,154.88191111111112,28.31592495421645,30.698090611021318,38.41901568397382,83.0,38.0,100.0,156.0,116.0,199.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\10ED2_CRC-Prim-HE-09_028.tif_Row_451_Col_1.tif,COMPLEX,255,0,103.61017777777778,55.52195555555556,111.50222222222222,33.383747122939845,33.77423090921731,45.179787461449074,63.0,19.0,52.0,148.0,100.0,171.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\10ED3_CRC-Prim-HE-03_026.tif_Row_601_Col_451.tif,COMPLEX,255,0,102.89137777777778,66.31502222222223,157.994,29.43697789990495,31.276513817161405,35.18231891163527,72.0,36.0,109.0,141.0,104.0,198.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\10EFB_CRC-Prim-HE-05_012.tif_Row_1_Col_451.tif,COMPLEX,255,3,133.97017777777776,91.89302222222223,139.7007111111111,41.43962300841427,47.543777022159645,51.349366582102945,75.0,28.0,59.0,185.0,154.0,198.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\10F5B_CRC-Prim-HE-08_013.tif_Row_301_Col_151.tif,COMPLEX,255,4,96.1532,55.46768888888889,137.5792888888889,31.979678908540315,33.443960098995596,42.1845361601843,62.0,22.0,81.0,138.0,97.0,191.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\10F5_CRC-Prim-HE-03_002.tif_Row_901_Col_901.tif,COMPLEX,255,5,114.88511111111112,72.42404444444445,152.5148888888889,26.00788941175976,27.34469616820307,36.60691617241645,81.0,37.0,98.0,149.0,108.0,194.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\10F84_CRC-Prim-HE-03_025.tif_Row_151_Col_451.tif,COMPLEX,255,4,110.06311111111111,68.07102222222223,140.30084444444444,35.27049026671344,38.7399526796526,43.52294035407881,70.0,27.0,80.0,155.0,115.0,193.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\10FA1_CRC-Prim-HE-05_002a.tif_Row_751_Col_1.tif,COMPLEX,255,4,117.56013333333334,88.06493333333333,156.3646222222222,54.734327087851995,55.18554244340937,52.90596128532186,47.0,28.0,81.0,193.0,168.0,225.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\10FE8_CRC-Prim-HE-05_009a.tif_Row_301_Col_1351.tif,COMPLEX,255,10,156.05364444444444,119.63657777777777,181.57542222222222,37.45685058312899,40.47815284349967,32.99742549451653,97.0,61.0,139.0,199.0,170.0,219.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\10FEA_CRC-Prim-HE-03_002.tif_Row_601_Col_1.tif,COMPLEX,255,5,134.50515555555555,93.26808888888888,168.2095111111111,31.187940975786095,36.37899570284544,35.21328938822374,95.0,49.0,118.0,176.0,141.0,209.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\11089_CRC-Prim-HE-06_011.tif_Row_1_Col_601.tif,COMPLEX,255,4,131.10293333333334,90.4704,149.63737777777777,41.30202556582431,47.68145191972888,50.839408321274576,76.0,32.0,73.0,187.0,157.0,214.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\110B6_CRC-Prim-HE-03_002.tif_Row_601_Col_1651.tif,COMPLEX,255,4,126.31506666666667,85.58555555555556,160.48635555555555,33.97018790541058,37.46284696161179,41.26010223025899,82.0,38.0,98.0,171.0,136.0,206.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\110D2_CRC-Prim-HE-02_006.tif_Row_1_Col_151.tif,COMPLEX,255,8,128.09795555555556,77.43257777777778,118.6468,31.162056775619238,35.54491788677098,40.62367023169286,90.0,36.0,65.0,169.0,125.0,171.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\110DB_CRC-Prim-HE-06_006.tif_Row_1_Col_601.tif,COMPLEX,255,1,120.42933333333333,77.98915555555556,153.2959111111111,29.787935395241753,32.64207057291126,40.367166979460684,84.0,38.0,90.0,155.0,113.0,195.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\11142_CRC-Prim-HE-05_009a.tif_Row_1_Col_151.tif,COMPLEX,255,16,165.60342222222224,127.7136,178.1316,33.26329731533552,41.56708978047172,37.818980145130396,125.0,75.0,129.0,207.0,181.0,219.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\11165_CRC-Prim-HE-07_015.tif_Row_1_Col_1.tif,COMPLEX,255,0,110.17346666666667,72.11186666666667,140.83377777777778,47.27233532514926,55.17857049076628,52.8731624125723,62.0,23.0,74.0,186.0,160.0,222.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\11191_CRC-Prim-HE-05_002a.tif_Row_151_Col_301.tif,COMPLEX,255,4,110.64915555555555,64.63164444444445,129.77053333333333,29.671851557367873,32.97270727883577,37.341555203939734,78.0,32.0,80.0,143.0,96.0,172.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\111DE_CRC-Prim-HE-05_002a.tif_Row_1_Col_1.tif,COMPLEX,255,8,144.98862222222223,107.63048888888889,168.62177777777777,44.22524723241694,56.41375241498096,43.343301073529666,96.0,50.0,116.0,223.0,214.0,231.10000000000218
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\11219_CRC-Prim-HE-06_024.tif_Row_1_Col_151.tif,COMPLEX,213,1,84.62342222222222,37.260666666666665,95.30733333333333,17.65046836833891,15.607722006180722,27.65240418721912,63.0,19.0,59.0,109.0,59.0,133.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\1127E_CRC-Prim-HE-06_028.tif_Row_151_Col_751.tif,COMPLEX,255,10,120.36288888888889,79.64177777777778,164.43586666666667,25.48210004621732,27.924441487611638,30.480324039979923,94.0,52.0,125.0,152.0,111.0,198.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\11291_CRC-Prim-HE-07_019.tif_Row_1051_Col_1.tif,COMPLEX,255,0,96.97902222222223,60.31128888888889,133.00306666666665,43.12130491660305,47.5258534239218,50.87903859521449,53.0,18.0,67.0,158.0,123.0,203.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\112AE_CRC-Prim-HE-05_002a.tif_Row_1_Col_451.tif,COMPLEX,255,3,118.24706666666667,74.97524444444444,136.7580888888889,39.317427041622864,47.18371150732954,46.48496448808753,77.0,30.0,74.0,177.0,144.0,200.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\11313_CRC-Prim-HE-10_004.tif_Row_301_Col_1.tif,COMPLEX,255,1,103.212,66.28693333333334,151.79551111111113,32.50169415071582,34.248476078602984,46.516112451791116,65.0,27.0,82.0,146.0,110.0,207.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\1133E_CRC-Prim-HE-06_006.tif_Row_451_Col_1201.tif,COMPLEX,255,2,113.09297777777778,68.61191111111111,133.7443111111111,33.33054354358206,36.51705306828667,44.308881488338756,73.0,28.0,72.0,156.0,114.0,189.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\1142_CRC-Prim-HE-07_010.tif_Row_151_Col_301.tif,COMPLEX,255,3,98.8103111111111,62.49724444444445,139.1634222222222,45.80725629457114,52.035582197464606,50.46646855817087,54.0,20.0,72.0,166.0,132.0,209.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\11496_CRC-Prim-HE-01_036.tif_Row_151_Col_301.tif,COMPLEX,255,0,101.89124444444444,71.71031111111111,154.8840888888889,49.723161102316105,53.929536663985125,59.20543882817315,48.0,19.0,69.0,180.0,157.0,235.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\114A9_CRC-Prim-HE-07_017.tif_Row_151_Col_1.tif,COMPLEX,255,0,102.91013333333333,69.49355555555556,143.8696,49.8881176187055,55.41635380986601,55.51174746800086,53.0,21.0,72.0,182.0,156.0,227.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\11551_CRC-Prim-HE-06_011.tif_Row_151_Col_901.tif,COMPLEX,255,6,130.66457777777777,89.49537777777778,148.5031111111111,39.93059510283024,45.502607749099276,46.93789408816825,79.0,35.0,80.0,182.0,149.0,207.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\115EF_CRC-Prim-HE-03_002.tif_Row_1051_Col_1501.tif,COMPLEX,255,3,136.36964444444445,97.8827111111111,166.48066666666668,39.55982061927432,45.33098595619773,45.81100527165936,82.0,38.0,93.0,187.0,156.0,215.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\11665_CRC-Prim-HE-01_014.tif_Row_1_Col_1.tif,COMPLEX,255,0,89.66551111111112,53.05551111111111,135.49053333333333,35.481179133996456,37.142640166210214,45.6540921780778,51.0,18.0,75.0,136.0,99.0,196.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\11717_CRC-Prim-HE-10_025.tif_Row_151_Col_301.tif,COMPLEX,255,1,106.23648888888889,65.76822222222222,153.20111111111112,27.296108507845954,29.141733555457844,38.298529691663056,76.0,35.0,103.0,140.0,101.0,200.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\1174A_CRC-Prim-HE-08_005.tif_Row_1501_Col_1.tif,COMPLEX,251,0,101.95315555555555,58.27368888888889,144.5100888888889,22.789430908944766,22.807605577304017,37.72802242355283,71.0,27.0,88.0,131.0,88.0,188.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\11751_CRC-Prim-HE-01_049.tif_Row_1_Col_601.tif,COMPLEX,255,0,83.77093333333333,55.681066666666666,152.5761777777778,34.02212312298493,33.57204480873938,52.81986765572593,48.0,19.0,70.0,132.0,98.0,218.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\11767_CRC-Prim-HE-06_006.tif_Row_1_Col_301.tif,COMPLEX,255,4,134.104,92.38204444444445,156.99071111111112,35.33956714820132,41.80074424959745,41.50316028589498,93.0,45.0,98.0,182.0,148.0,208.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\1178E_CRC-Prim-HE-01_049.tif_Row_1_Col_151.tif,COMPLEX,255,0,99.25937777777777,65.30804444444445,143.7283111111111,44.39862173600997,47.79215367677721,57.992404930232574,49.0,18.0,63.0,164.0,134.0,223.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\117AD_CRC-Prim-HE-07_013.tif_Row_1_Col_451.tif,COMPLEX,255,0,81.34253333333334,40.97631111111111,113.90608888888889,28.257785629686754,27.24570210658909,40.57190629861019,51.0,16.0,62.0,117.0,72.0,167.0
C:\Users\riley\OneDrive\Desktop\CRC_Research\Kather_texture_2016_image_tiles_5000\03_COMPLEX\1180D_CRC-Prim-HE-09_015.tif_Row_151_Col_1.tif,COMPLEX,255,1,123.35897777777778,77.76648888888889,134.81333333333333,40.44229883370927,46.881658641791226,48.49856355261134,77.0,29.0,69.0,181.0,146.0,198.0
